t,delta,omega,delta_dev,omega_dev
5.702,0.729833,1,0.000105398,1.07282e-06
5.703,0.729833,1,0.000105734,1.06691e-06
5.704,0.729834,1,0.000106068,1.06099e-06
5.705,0.729834,1,0.000106401,1.05508e-06
5.706,0.729834,1,0.000106731,1.04916e-06
5.707,0.729835,1,0.00010706,1.04324e-06
5.708,0.729835,1,0.000107387,1.03733e-06
5.709,0.729835,1,0.000107712,1.03141e-06
5.71,0.729836,1,0.000108035,1.02549e-06
5.711,0.729836,1,0.000108356,1.01958e-06
5.712,0.729836,1,0.000108675,1.01366e-06
5.713,0.729837,1,0.000108993,1.00775e-06
5.714,0.729837,1,0.000109309,1.00183e-06
5.715,0.729837,1,0.000109622,9.95921e-07
5.716,0.729838,1,0.000109934,9.90007e-07
5.717,0.729838,1,0.000110244,9.84095e-07
5.718,0.729838,1,0.000110553,9.78183e-07
5.719,0.729839,1,0.000110859,9.72273e-07
5.72,0.729839,1,0.000111164,9.66363e-07
5.721,0.729839,1,0.000111466,9.60454e-07
5.722,0.729839,1,0.000111767,9.54546e-07
5.723,0.72984,1,0.000112066,9.48639e-07
5.724,0.72984,1,0.000112363,9.42733e-07
5.725,0.72984,1,0.000112658,9.36829e-07
5.726,0.729841,1,0.000112952,9.30926e-07
5.727,0.729841,1,0.000113243,9.25024e-07
5.728,0.729841,1,0.000113533,9.19124e-07
5.729,0.729841,1,0.000113821,9.13225e-07
5.73,0.729842,1,0.000114107,9.07327e-07
5.731,0.729842,1,0.000114391,9.01431e-07
5.732,0.729842,1,0.000114673,8.95537e-07
5.733,0.729843,1,0.000114953,8.89645e-07
5.734,0.729843,1,0.000115232,8.83754e-07
5.735,0.729843,1,0.000115509,8.77865e-07
5.736,0.729843,1,0.000115784,8.71978e-07
5.737,0.729844,1,0.000116057,8.66093e-07
5.738,0.729844,1,0.000116328,8.60211e-07
5.739,0.729844,1,0.000116597,8.5433e-07
5.74,0.729845,1,0.000116865,8.48451e-07
5.741,0.729845,1,0.00011713,8.42575e-07
5.742,0.729845,1,0.000117394,8.36701e-07
5.743,0.729845,1,0.000117656,8.30829e-07
5.744,0.729846,1,0.000117916,8.24959e-07
5.745,0.729846,1,0.000118174,8.19092e-07
5.746,0.729846,1,0.000118431,8.13228e-07
5.747,0.729846,1,0.000118685,8.07366e-07
5.748,0.729847,1,0.000118938,8.01507e-07
5.749,0.729847,1,0.000119189,7.95651e-07
5.75,0.729847,1,0.000119438,7.89797e-07
5.751,0.729847,1,0.000119685,7.83946e-07
5.752,0.729848,1,0.00011993,7.78098e-07
5.753,0.729848,1,0.000120174,7.72253e-07
5.754,0.729848,1,0.000120416,7.66411e-07
5.755,0.729848,1,0.000120656,7.60572e-07
5.756,0.729849,1,0.000120894,7.54736e-07
5.757,0.729849,1,0.00012113,7.48904e-07
5.758,0.729849,1,0.000121364,7.43074e-07
5.759,0.729849,1,0.000121597,7.37248e-07
5.76,0.729849,1,0.000121827,7.31425e-07
5.761,0.72985,1,0.000122056,7.25606e-07
5.762,0.72985,1,0.000122283,7.1979e-07
5.763,0.72985,1,0.000122508,7.13978e-07
5.764,0.72985,1,0.000122732,7.08169e-07
5.765,0.729851,1,0.000122953,7.02364e-07
5.766,0.729851,1,0.000123173,6.96563e-07
5.767,0.729851,1,0.000123391,6.90765e-07
5.768,0.729851,1,0.000123607,6.84972e-07
5.769,0.729851,1,0.000123821,6.79182e-07
5.77,0.729852,1,0.000124034,6.73396e-07
5.771,0.729852,1,0.000124245,6.67614e-07
5.772,0.729852,1,0.000124453,6.61836e-07
5.773,0.729852,1,0.00012466,6.56063e-07
5.774,0.729853,1,0.000124866,6.50293e-07
5.775,0.729853,1,0.000125069,6.44528e-07
5.776,0.729853,1,0.000125271,6.38767e-07
5.777,0.729853,1,0.00012547,6.3301e-07
5.778,0.729853,1,0.000125668,6.27258e-07
5.779,0.729854,1,0.000125864,6.2151e-07
5.78,0.729854,1,0.000126059,6.15766e-07
5.781,0.729854,1,0.000126251,6.10028e-07
5.782,0.729854,1,0.000126442,6.04293e-07
5.783,0.729854,1,0.000126631,5.98564e-07
5.784,0.729854,1,0.000126818,5.92839e-07
5.785,0.729855,1,0.000127004,5.87119e-07
5.786,0.729855,1,0.000127187,5.81404e-07
5.787,0.729855,1,0.000127369,5.75694e-07
5.788,0.729855,1,0.000127549,5.69988e-07
5.789,0.729855,1,0.000127727,5.64288e-07
5.79,0.729856,1,0.000127903,5.58593e-07
5.791,0.729856,1,0.000128078,5.52903e-07
5.792,0.729856,1,0.000128251,5.47218e-07
5.793,0.729856,1,0.000128422,5.41538e-07
5.794,0.729856,1,0.000128591,5.35863e-07
5.795,0.729856,1,0.000128759,5.30194e-07
5.796,0.729857,1,0.000128924,5.2453e-07
5.797,0.729857,1,0.000129088,5.18872e-07
5.798,0.729857,1,0.00012925,5.13219e-07
5.799,0.729857,1,0.000129411,5.07572e-07
5.8,0.729857,1,0.000129569,5.0193e-07
5.801,0.729857,1,0.000129726,4.96294e-07
5.802,0.729858,1,0.000129881,4.90663e-07
5.803,0.729858,1,0.000130034,4.85039e-07
5.804,0.729858,1,0.000130186,4.7942e-07
5.805,0.729858,1,0.000130335,4.73807e-07
5.806,0.729858,1,0.000130483,4.68199e-07
5.807,0.729858,1,0.00013063,4.62598e-07
5.808,0.729858,1,0.000130774,4.57003e-07
5.809,0.729859,1,0.000130917,4.51414e-07
5.81,0.729859,1,0.000131058,4.45831e-07
5.811,0.729859,1,0.000131197,4.40254e-07
5.812,0.729859,1,0.000131334,4.34683e-07
5.813,0.729859,1,0.00013147,4.29118e-07
5.814,0.729859,1,0.000131604,4.2356e-07
5.815,0.729859,1,0.000131736,4.18008e-07
5.816,0.72986,1,0.000131867,4.12463e-07
5.817,0.72986,1,0.000131995,4.06924e-07
5.818,0.72986,1,0.000132122,4.01391e-07
5.819,0.72986,1,0.000132247,3.95866e-07
5.82,0.72986,1,0.000132371,3.90346e-07
5.821,0.72986,1,0.000132493,3.84833e-07
5.822,0.72986,1,0.000132613,3.79327e-07
5.823,0.72986,1,0.000132731,3.73828e-07
5.824,0.72986,1,0.000132848,3.68336e-07
5.825,0.729861,1,0.000132963,3.6285e-07
5.826,0.729861,1,0.000133076,3.57371e-07
5.827,0.729861,1,0.000133187,3.51899e-07
5.828,0.729861,1,0.000133297,3.46435e-07
5.829,0.729861,1,0.000133405,3.40977e-07
5.83,0.729861,1,0.000133511,3.35526e-07
5.831,0.729861,1,0.000133616,3.30082e-07
5.832,0.729861,1,0.000133718,3.24646e-07
5.833,0.729861,1,0.00013382,3.19217e-07
5.834,0.729862,1,0.000133919,3.13795e-07
5.835,0.729862,1,0.000134017,3.0838e-07
5.836,0.729862,1,0.000134113,3.02973e-07
5.837,0.729862,1,0.000134207,2.97573e-07
5.838,0.729862,1,0.0001343,2.92181e-07
5.839,0.729862,1,0.000134391,2.86796e-07
5.84,0.729862,1,0.00013448,2.81418e-07
5.841,0.729862,1,0.000134567,2.76048e-07
5.842,0.729862,1,0.000134653,2.70686e-07
5.843,0.729862,1,0.000134738,2.65332e-07
5.844,0.729862,1,0.00013482,2.59985e-07
5.845,0.729863,1,0.000134901,2.54646e-07
5.846,0.729863,1,0.00013498,2.49315e-07
5.847,0.729863,1,0.000135058,2.43991e-07
5.848,0.729863,1,0.000135133,2.38676e-07
5.849,0.729863,1,0.000135208,2.33368e-07
5.85,0.729863,1,0.00013528,2.28069e-07
5.851,0.729863,1,0.000135351,2.22777e-07
5.852,0.729863,1,0.00013542,2.17494e-07
5.853,0.729863,1,0.000135487,2.12218e-07
5.854,0.729863,1,0.000135553,2.06951e-07
5.855,0.729863,1,0.000135618,2.01692e-07
5.856,0.729863,1,0.00013568,1.96441e-07
5.857,0.729863,1,0.000135741,1.91199e-07
5.858,0.729863,1,0.0001358,1.85965e-07
5.859,0.729864,1,0.000135858,1.80739e-07
5.86,0.729864,1,0.000135914,1.75522e-07
5.861,0.729864,1,0.000135968,1.70313e-07
5.862,0.729864,1,0.000136021,1.65112e-07
5.863,0.729864,1,0.000136072,1.5992e-07
5.864,0.729864,1,0.000136121,1.54737e-07
5.865,0.729864,1,0.000136169,1.49562e-07
5.866,0.729864,1,0.000136215,1.44396e-07
5.867,0.729864,1,0.00013626,1.39239e-07
5.868,0.729864,1,0.000136303,1.34091e-07
5.869,0.729864,1,0.000136344,1.28951e-07
5.87,0.729864,1,0.000136384,1.2382e-07
5.871,0.729864,1,0.000136422,1.18698e-07
5.872,0.729864,1,0.000136458,1.13585e-07
5.873,0.729864,1,0.000136493,1.0848e-07
5.874,0.729864,1,0.000136526,1.03385e-07
5.875,0.729864,1,0.000136558,9.82988e-08
5.876,0.729864,1,0.000136588,9.32216e-08
5.877,0.729864,1,0.000136617,8.81535e-08
5.878,0.729864,1,0.000136644,8.30945e-08
5.879,0.729864,1,0.000136669,7.80447e-08
5.88,0.729864,1,0.000136693,7.30042e-08
5.881,0.729864,1,0.000136715,6.79728e-08
5.882,0.729864,1,0.000136735,6.29508e-08
5.883,0.729864,1,0.000136754,5.79381e-08
5.884,0.729864,1,0.000136772,5.29347e-08
5.885,0.729864,1,0.000136788,4.79408e-08
5.886,0.729864,1,0.000136802,4.29563e-08
5.887,0.729864,1,0.000136815,3.79813e-08
5.888,0.729864,1,0.000136826,3.30158e-08
5.889,0.729864,1,0.000136835,2.80598e-08
5.89,0.729864,1,0.000136843,2.31134e-08
5.891,0.729865,1,0.00013685,1.81767e-08
5.892,0.729865,1,0.000136855,1.32496e-08
5.893,0.729865,1,0.000136858,8.3322e-09
5.894,0.729865,1,0.00013686,3.42453e-09
5.895,0.729865,1,0.00013686,-1.47336e-09
5.896,0.729865,1,0.000136859,-6.36146e-09
5.897,0.729865,1,0.000136856,-1.12397e-08
5.898,0.729865,1,0.000136852,-1.61081e-08
5.899,0.729864,1,0.000136846,-2.09666e-08
5.9,0.729864,1,0.000136839,-2.58151e-08
5.901,0.729864,1,0.00013683,-3.06537e-08
5.902,0.729864,1,0.00013682,-3.54822e-08
5.903,0.729864,1,0.000136808,-4.03007e-08
5.904,0.729864,1,0.000136794,-4.51091e-08
5.905,0.729864,1,0.000136779,-4.99074e-08
5.906,0.729864,1,0.000136763,-5.46956e-08
5.907,0.729864,1,0.000136745,-5.94736e-08
5.908,0.729864,1,0.000136726,-6.42413e-08
5.909,0.729864,1,0.000136705,-6.89988e-08
5.91,0.729864,1,0.000136682,-7.37461e-08
5.911,0.729864,1,0.000136658,-7.8483e-08
5.912,0.729864,1,0.000136633,-8.32096e-08
5.913,0.729864,1,0.000136606,-8.79258e-08
5.914,0.729864,1,0.000136578,-9.26316e-08
5.915,0.729864,1,0.000136548,-9.73269e-08
5.916,0.729864,1,0.000136517,-1.02012e-07
5.917,0.729864,1,0.000136484,-1.06686e-07
5.918,0.729864,1,0.000136449,-1.1135e-07
5.919,0.729864,1,0.000136414,-1.16003e-07
5.92,0.729864,1,0.000136377,-1.20646e-07
5.921,0.729864,1,0.000136338,-1.25278e-07
5.922,0.729864,1,0.000136298,-1.29899e-07
5.923,0.729864,1,0.000136256,-1.3451e-07
5.924,0.729864,1,0.000136213,-1.3911e-07
5.925,0.729864,1,0.000136169,-1.43699e-07
5.926,0.729864,1,0.000136123,-1.48278e-07
5.927,0.729864,1,0.000136076,-1.52845e-07
5.928,0.729864,1,0.000136027,-1.57402e-07
5.929,0.729864,1,0.000135977,-1.61948e-07
5.93,0.729864,1,0.000135925,-1.66483e-07
5.931,0.729864,1,0.000135872,-1.71007e-07
5.932,0.729863,1,0.000135818,-1.7552e-07
5.933,0.729863,1,0.000135762,-1.80022e-07
5.934,0.729863,1,0.000135705,-1.84513e-07
5.935,0.729863,1,0.000135646,-1.88993e-07
5.936,0.729863,1,0.000135586,-1.93462e-07
5.937,0.729863,1,0.000135525,-1.9792e-07
5.938,0.729863,1,0.000135462,-2.02367e-07
5.939,0.729863,1,0.000135397,-2.06802e-07
5.94,0.729863,1,0.000135332,-2.11227e-07
5.941,0.729863,1,0.000135265,-2.1564e-07
5.942,0.729863,1,0.000135196,-2.20042e-07
5.943,0.729863,1,0.000135126,-2.24433e-07
5.944,0.729863,1,0.000135055,-2.28812e-07
5.945,0.729863,1,0.000134983,-2.3318e-07
5.946,0.729863,1,0.000134909,-2.37537e-07
5.947,0.729862,1,0.000134833,-2.41882e-07
5.948,0.729862,1,0.000134757,-2.46216e-07
5.949,0.729862,1,0.000134679,-2.50539e-07
5.95,0.729862,1,0.000134599,-2.5485e-07
5.951,0.729862,1,0.000134519,-2.5915e-07
5.952,0.729862,1,0.000134436,-2.63438e-07
5.953,0.729862,1,0.000134353,-2.67714e-07
5.954,0.729862,1,0.000134268,-2.71979e-07
5.955,0.729862,1,0.000134182,-2.76233e-07
5.956,0.729862,1,0.000134095,-2.80475e-07
5.957,0.729862,1,0.000134006,-2.84705e-07
5.958,0.729862,1,0.000133916,-2.88924e-07
5.959,0.729861,1,0.000133824,-2.9313e-07
5.96,0.729861,1,0.000133732,-2.97326e-07
5.961,0.729861,1,0.000133638,-3.01509e-07
5.962,0.729861,1,0.000133542,-3.05681e-07
5.963,0.729861,1,0.000133446,-3.09841e-07
5.964,0.729861,1,0.000133348,-3.13989e-07
5.965,0.729861,1,0.000133248,-3.18126e-07
5.966,0.729861,1,0.000133148,-3.2225e-07
5.967,0.729861,1,0.000133046,-3.26363e-07
5.968,0.729861,1,0.000132943,-3.30464e-07
5.969,0.72986,1,0.000132838,-3.34553e-07
5.97,0.72986,1,0.000132732,-3.3863e-07
5.971,0.72986,1,0.000132625,-3.42695e-07
5.972,0.72986,1,0.000132517,-3.46748e-07
5.973,0.72986,1,0.000132407,-3.50789e-07
5.974,0.72986,1,0.000132297,-3.54818e-07
5.975,0.72986,1,0.000132185,-3.58835e-07
5.976,0.72986,1,0.000132071,-3.6284e-07
5.977,0.72986,1,0.000131957,-3.66833e-07
5.978,0.729859,1,0.000131841,-3.70814e-07
5.979,0.729859,1,0.000131724,-3.74782e-07
5.98,0.729859,1,0.000131605,-3.78739e-07
5.981,0.729859,1,0.000131486,-3.82683e-07
5.982,0.729859,1,0.000131365,-3.86615e-07
5.983,0.729859,1,0.000131243,-3.90535e-07
5.984,0.729859,1,0.000131119,-3.94443e-07
5.985,0.729859,1,0.000130995,-3.98339e-07
5.986,0.729859,1,0.000130869,-4.02222e-07
5.987,0.729858,1,0.000130742,-4.06093e-07
5.988,0.729858,1,0.000130614,-4.09952e-07
5.989,0.729858,1,0.000130485,-4.13798e-07
5.99,0.729858,1,0.000130354,-4.17632e-07
5.991,0.729858,1,0.000130222,-4.21454e-07
5.992,0.729858,1,0.000130089,-4.25264e-07
5.993,0.729858,1,0.000129955,-4.29061e-07
5.994,0.729857,1,0.00012982,-4.32845e-07
5.995,0.729857,1,0.000129683,-4.36617e-07
5.996,0.729857,1,0.000129545,-4.40377e-07
5.997,0.729857,1,0.000129406,-4.44124e-07
5.998,0.729857,1,0.000129266,-4.47859e-07
5.999,0.729857,1,0.000129125,-4.51581e-07
6,0.729857,1,0.000128982,-4.55291e-07
6.001,0.729856,1,0.000128839,-4.58989e-07
6.002,0.729856,1,0.000128694,-4.62673e-07
6.003,0.729856,1,0.000128548,-4.66345e-07
6.004,0.729856,1,0.000128401,-4.70005e-07
6.005,0.729856,1,0.000128253,-4.73652e-07
6.006,0.729856,1,0.000128103,-4.77287e-07
6.007,0.729856,1,0.000127953,-4.80908e-07
6.008,0.729855,1,0.000127801,-4.84518e-07
6.009,0.729855,1,0.000127649,-4.88114e-07
6.01,0.729855,1,0.000127495,-4.91698e-07
6.011,0.729855,1,0.00012734,-4.95269e-07
6.012,0.729855,1,0.000127183,-4.98828e-07
6.013,0.729855,0.999999,0.000127026,-5.02373e-07
6.014,0.729855,0.999999,0.000126868,-5.05906e-07
6.015,0.729854,0.999999,0.000126708,-5.09427e-07
6.016,0.729854,0.999999,0.000126548,-5.12934e-07
6.017,0.729854,0.999999,0.000126386,-5.16429e-07
6.018,0.729854,0.999999,0.000126223,-5.19911e-07
6.019,0.729854,0.999999,0.000126059,-5.2338e-07
6.02,0.729854,0.999999,0.000125894,-5.26837e-07
6.021,0.729853,0.999999,0.000125728,-5.3028e-07
6.022,0.729853,0.999999,0.000125561,-5.33711e-07
6.023,0.729853,0.999999,0.000125393,-5.37129e-07
6.024,0.729853,0.999999,0.000125224,-5.40534e-07
6.025,0.729853,0.999999,0.000125053,-5.43926e-07
6.026,0.729853,0.999999,0.000124882,-5.47305e-07
6.027,0.729852,0.999999,0.000124709,-5.50672e-07
6.028,0.729852,0.999999,0.000124536,-5.54025e-07
6.029,0.729852,0.999999,0.000124361,-5.57366e-07
6.03,0.729852,0.999999,0.000124186,-5.60693e-07
6.031,0.729852,0.999999,0.000124009,-5.64008e-07
6.032,0.729851,0.999999,0.000123831,-5.6731e-07
6.033,0.729851,0.999999,0.000123653,-5.70598e-07
6.034,0.729851,0.999999,0.000123473,-5.73874e-07
6.035,0.729851,0.999999,0.000123292,-5.77137e-07
6.036,0.729851,0.999999,0.00012311,-5.80387e-07
6.037,0.729851,0.999999,0.000122927,-5.83624e-07
6.038,0.72985,0.999999,0.000122744,-5.86847e-07
6.039,0.72985,0.999999,0.000122559,-5.90058e-07
6.04,0.72985,0.999999,0.000122373,-5.93256e-07
6.041,0.72985,0.999999,0.000122186,-5.9644e-07
6.042,0.72985,0.999999,0.000121998,-5.99612e-07
6.043,0.729849,0.999999,0.000121809,-6.02771e-07
6.044,0.729849,0.999999,0.000121619,-6.05916e-07
6.045,0.729849,0.999999,0.000121428,-6.09048e-07
6.046,0.729849,0.999999,0.000121237,-6.12168e-07
6.047,0.729849,0.999999,0.000121044,-6.15274e-07
6.048,0.729849,0.999999,0.00012085,-6.18367e-07
6.049,0.729848,0.999999,0.000120655,-6.21447e-07
6.05,0.729848,0.999999,0.00012046,-6.24513e-07
6.051,0.729848,0.999999,0.000120263,-6.27567e-07
6.052,0.729848,0.999999,0.000120065,-6.30608e-07
6.053,0.729848,0.999999,0.000119867,-6.33635e-07
6.054,0.729847,0.999999,0.000119667,-6.36649e-07
6.055,0.729847,0.999999,0.000119467,-6.3965e-07
6.056,0.729847,0.999999,0.000119265,-6.42638e-07
6.057,0.729847,0.999999,0.000119063,-6.45613e-07
6.058,0.729847,0.999999,0.00011886,-6.48574e-07
6.059,0.729846,0.999999,0.000118655,-6.51522e-07
6.06,0.729846,0.999999,0.00011845,-6.54457e-07
6.061,0.729846,0.999999,0.000118244,-6.57379e-07
6.062,0.729846,0.999999,0.000118037,-6.60288e-07
6.063,0.729845,0.999999,0.000117829,-6.63183e-07
6.064,0.729845,0.999999,0.00011762,-6.66065e-07
6.065,0.729845,0.999999,0.000117411,-6.68934e-07
6.066,0.729845,0.999999,0.0001172,-6.7179e-07
6.067,0.729845,0.999999,0.000116989,-6.74632e-07
6.068,0.729844,0.999999,0.000116776,-6.77462e-07
6.069,0.729844,0.999999,0.000116563,-6.80278e-07
6.07,0.729844,0.999999,0.000116349,-6.8308e-07
6.071,0.729844,0.999999,0.000116134,-6.8587e-07
6.072,0.729844,0.999999,0.000115918,-6.88646e-07
6.073,0.729843,0.999999,0.000115701,-6.91409e-07
6.074,0.729843,0.999999,0.000115484,-6.94158e-07
6.075,0.729843,0.999999,0.000115265,-6.96894e-07
6.076,0.729843,0.999999,0.000115046,-6.99617e-07
6.077,0.729842,0.999999,0.000114825,-7.02327e-07
6.078,0.729842,0.999999,0.000114604,-7.05024e-07
6.079,0.729842,0.999999,0.000114382,-7.07707e-07
6.08,0.729842,0.999999,0.00011416,-7.10376e-07
6.081,0.729842,0.999999,0.000113936,-7.13033e-07
6.082,0.729841,0.999999,0.000113712,-7.15676e-07
6.083,0.729841,0.999999,0.000113486,-7.18306e-07
6.084,0.729841,0.999999,0.00011326,-7.20922e-07
6.085,0.729841,0.999999,0.000113033,-7.23526e-07
6.086,0.72984,0.999999,0.000112806,-7.26115e-07
6.087,0.72984,0.999999,0.000112577,-7.28692e-07
6.088,0.72984,0.999999,0.000112348,-7.31255e-07
6.089,0.72984,0.999999,0.000112118,-7.33805e-07
6.09,0.72984,0.999999,0.000111887,-7.36342e-07
6.091,0.729839,0.999999,0.000111655,-7.38865e-07
6.092,0.729839,0.999999,0.000111423,-7.41375e-07
6.093,0.729839,0.999999,0.000111189,-7.43871e-07
6.094,0.729839,0.999999,0.000110955,-7.46354e-07
6.095,0.729838,0.999999,0.00011072,-7.48824e-07
6.096,0.729838,0.999999,0.000110485,-7.51281e-07
6.097,0.729838,0.999999,0.000110248,-7.53724e-07
6.098,0.729838,0.999999,0.000110011,-7.56154e-07
6.099,0.729837,0.999999,0.000109773,-7.5857e-07
6.1,0.729837,0.999999,0.000109535,-7.60973e-07
6.101,0.729837,0.999999,0.000109295,-7.63363e-07
6.102,0.729837,0.999999,0.000109055,-7.6574e-07
6.103,0.729836,0.999999,0.000108814,-7.68103e-07
6.104,0.729836,0.999999,0.000108572,-7.70453e-07
6.105,0.729836,0.999999,0.00010833,-7.72789e-07
6.106,0.729836,0.999999,0.000108087,-7.75112e-07
6.107,0.729835,0.999999,0.000107843,-7.77422e-07
6.108,0.729835,0.999999,0.000107598,-7.79718e-07
6.109,0.729835,0.999999,0.000107353,-7.82001e-07
6.11,0.729835,0.999999,0.000107107,-7.84271e-07
6.111,0.729835,0.999999,0.00010686,-7.86527e-07
6.112,0.729834,0.999999,0.000106613,-7.8877e-07
6.113,0.729834,0.999999,0.000106365,-7.91e-07
6.114,0.729834,0.999999,0.000106116,-7.93216e-07
6.115,0.729834,0.999999,0.000105866,-7.95419e-07
6.116,0.729833,0.999999,0.000105616,-7.97609e-07
6.117,0.729833,0.999999,0.000105365,-7.99785e-07
6.118,0.729833,0.999999,0.000105113,-8.01948e-07
6.119,0.729833,0.999999,0.000104861,-8.04098e-07
6.12,0.729832,0.999999,0.000104608,-8.06234e-07
6.121,0.729832,0.999999,0.000104355,-8.08358e-07
6.122,0.729832,0.999999,0.0001041,-8.10467e-07
6.123,0.729831,0.999999,0.000103845,-8.12564e-07
6.124,0.729831,0.999999,0.00010359,-8.14647e-07
6.125,0.729831,0.999999,0.000103333,-8.16717e-07
6.126,0.729831,0.999999,0.000103077,-8.18773e-07
6.127,0.72983,0.999999,0.000102819,-8.20816e-07
6.128,0.72983,0.999999,0.000102561,-8.22846e-07
6.129,0.72983,0.999999,0.000102302,-8.24863e-07
6.13,0.72983,0.999999,0.000102043,-8.26866e-07
6.131,0.729829,0.999999,0.000101782,-8.28856e-07
6.132,0.729829,0.999999,0.000101522,-8.30833e-07
6.133,0.729829,0.999999,0.00010126,-8.32796e-07
6.134,0.729829,0.999999,0.000100999,-8.34747e-07
6.135,0.729828,0.999999,0.000100736,-8.36683e-07
6.136,0.729828,0.999999,0.000100473,-8.38607e-07
6.137,0.729828,0.999999,0.000100209,-8.40518e-07
6.138,0.729828,0.999999,9.99447e-05,-8.42415e-07
6.139,0.729827,0.999999,9.96798e-05,-8.44299e-07
6.14,0.729827,0.999999,9.94142e-05,-8.46169e-07
6.141,0.729827,0.999999,9.91481e-05,-8.48027e-07
6.142,0.729827,0.999999,9.88814e-05,-8.49871e-07
6.143,0.729826,0.999999,9.86141e-05,-8.51702e-07
6.144,0.729826,0.999999,9.83463e-05,-8.5352e-07
6.145,0.729826,0.999999,9.80778e-05,-8.55324e-07
6.146,0.729825,0.999999,9.78088e-05,-8.57115e-07
6.147,0.729825,0.999999,9.75393e-05,-8.58893e-07
6.148,0.729825,0.999999,9.72692e-05,-8.60658e-07
6.149,0.729825,0.999999,9.69985e-05,-8.6241e-07
6.15,0.729824,0.999999,9.67273e-05,-8.64149e-07
6.151,0.729824,0.999999,9.64556e-05,-8.65874e-07
6.152,0.729824,0.999999,9.61833e-05,-8.67586e-07
6.153,0.729824,0.999999,9.59104e-05,-8.69285e-07
6.154,0.729823,0.999999,9.56371e-05,-8.70971e-07
6.155,0.729823,0.999999,9.53632e-05,-8.72644e-07
6.156,0.729823,0.999999,9.50888e-05,-8.74304e-07
6.157,0.729822,0.999999,9.48139e-05,-8.7595e-07
6.158,0.729822,0.999999,9.45384e-05,-8.77583e-07
6.159,0.729822,0.999999,9.42625e-05,-8.79204e-07
6.16,0.729822,0.999999,9.3986e-05,-8.80811e-07
6.161,0.729821,0.999999,9.3709e-05,-8.82405e-07
6.162,0.729821,0.999999,9.34316e-05,-8.83986e-07
6.163,0.729821,0.999999,9.31536e-05,-8.85553e-07
6.164,0.729821,0.999999,9.28752e-05,-8.87108e-07
6.165,0.72982,0.999999,9.25962e-05,-8.8865e-07
6.166,0.72982,0.999999,9.23168e-05,-8.90179e-07
6.167,0.72982,0.999999,9.20369e-05,-8.91694e-07
6.168,0.729819,0.999999,9.17565e-05,-8.93197e-07
6.169,0.729819,0.999999,9.14757e-05,-8.94686e-07
6.17,0.729819,0.999999,9.11944e-05,-8.96163e-07
6.171,0.729819,0.999999,9.09126e-05,-8.97626e-07
6.172,0.729818,0.999999,9.06304e-05,-8.99077e-07
6.173,0.729818,0.999999,9.03477e-05,-9.00514e-07
6.174,0.729818,0.999999,9.00646e-05,-9.01939e-07
6.175,0.729817,0.999999,8.9781e-05,-9.0335e-07
6.176,0.729817,0.999999,8.9497e-05,-9.04749e-07
6.177,0.729817,0.999999,8.92125e-05,-9.06134e-07
6.178,0.729817,0.999999,8.89277e-05,-9.07507e-07
6.179,0.729816,0.999999,8.86423e-05,-9.08867e-07
6.18,0.729816,0.999999,8.83566e-05,-9.10214e-07
6.181,0.729816,0.999999,8.80704e-05,-9.11548e-07
6.182,0.729815,0.999999,8.77839e-05,-9.12869e-07
6.183,0.729815,0.999999,8.74969e-05,-9.14177e-07
6.184,0.729815,0.999999,8.72095e-05,-9.15472e-07
6.185,0.729815,0.999999,8.69217e-05,-9.16754e-07
6.186,0.729814,0.999999,8.66335e-05,-9.18024e-07
6.187,0.729814,0.999999,8.63449e-05,-9.19281e-07
6.188,0.729814,0.999999,8.60559e-05,-9.20524e-07
6.189,0.729813,0.999999,8.57665e-05,-9.21756e-07
6.19,0.729813,0.999999,8.54767e-05,-9.22974e-07
6.191,0.729813,0.999999,8.51866e-05,-9.24179e-07
6.192,0.729813,0.999999,8.4896e-05,-9.25372e-07
6.193,0.729812,0.999999,8.46051e-05,-9.26552e-07
6.194,0.729812,0.999999,8.43139e-05,-9.27719e-07
6.195,0.729812,0.999999,8.40222e-05,-9.28873e-07
6.196,0.729811,0.999999,8.37302e-05,-9.30015e-07
6.197,0.729811,0.999999,8.34379e-05,-9.31144e-07
6.198,0.729811,0.999999,8.31452e-05,-9.3226e-07
6.199,0.729811,0.999999,8.28521e-05,-9.33363e-07
6.2,0.72981,0.999999,8.25587e-05,-9.34454e-07
6.201,0.72981,0.999999,8.2265e-05,-9.35532e-07
6.202,0.72981,0.999999,8.19709e-05,-9.36598e-07
6.203,0.729809,0.999999,8.16765e-05,-9.37651e-07
6.204,0.729809,0.999999,8.13818e-05,-9.38691e-07
6.205,0.729809,0.999999,8.10867e-05,-9.39718e-07
6.206,0.729808,0.999999,8.07913e-05,-9.40733e-07
6.207,0.729808,0.999999,8.04956e-05,-9.41736e-07
6.208,0.729808,0.999999,8.01996e-05,-9.42726e-07
6.209,0.729808,0.999999,7.99033e-05,-9.43703e-07
6.21,0.729807,0.999999,7.96067e-05,-9.44668e-07
6.211,0.729807,0.999999,7.93098e-05,-9.4562e-07
6.212,0.729807,0.999999,7.90125e-05,-9.46559e-07
6.213,0.729806,0.999999,7.8715e-05,-9.47487e-07
6.214,0.729806,0.999999,7.84172e-05,-9.48401e-07
